title,subsection,type,main_content,context,outcome
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NSCLC influences chromatin state of BM progenitors,Q2,"Tumour-associated BM myeloid progenitors and Ly6Chi monocytes also had higher gene signature scores for oxidative stress response and ER stress response (Fig. 1c and Supplementary Table 1) while exhibiting increased cellular ROS burden, lipid peroxidation and mitochondrial oxidative stress as measured by flow cytometry (Fig. 1d)",(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NSCLC influences chromatin state of BM progenitors,Q1,(missing),(missing),"Using scRNA-seq profiles of myeloid cells with paired small-cell ATAC sequencing (scATAC-seq) data, we then correlated gene programs in each myeloid cell state to chromatin accessibility (Extended Data Fig. 1i) and focused on transcription factors (TF) driving downstream gene programs"
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NSCLC influences chromatin state of BM progenitors,Q2,"Lineage-determining TF motifs enriched in GMP marker regions included GATA2, TAL1 and LYL1 (Ref: 14), whereas cMoPs and monocyte marker regions were enriched in IRF4 and SPIB (Ref: 15) (Extended Data Fig. 1j)",(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NSCLC influences chromatin state of BM progenitors,Q1,We then sought to identify TF motifs enriched in differentially accessible regions of tumour-associated cell states,(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NSCLC influences chromatin state of BM progenitors,Q2,"tumour-associated GMPs and cMoPs had increased motif accessibility for oxidative stress-responsive TFs such as NFE2L2, BACH1, FOSL2, ATF4, ATF5, NFIL3, STAT3 and XBP1 (Ref: 16), AP-1 factors such as JUND, JUN and FOS, and granulocytic fate regulators CEBPB and CEBPA (Ref: 17) (Fig. 1e), when compared with naive counterparts",In line with our transcriptional results,(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NSCLC influences chromatin state of BM progenitors,Q2,"H3K4me3 signal (enriched proximal to promoter regions) was gained in tumour-associated myeloid progenitors in genomic regions associated with oxidative stress handling, detoxification, chromatin remodelling and proliferation (Fig. 1f and Extended Data Fig. 1k)",These observations were further supported by our analysis of histone CUT&RUN data,(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NSCLC influences chromatin state of BM progenitors,Q2,"Enhancer-associated H3K4me1 and H3K27ac signal augmented in tumour-associated GMPs was associated with pathways involved in cellular detoxification, immunoregulation and anti-apoptotic or pro-survival pathways (Extended Data Fig. 1l)",(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NSCLC influences chromatin state of BM progenitors,Q2,"Domains of regulatory chromatin (DORC) scores calculated on H3K4me3 signal–gene association highlighted genes involved in inflammation regulation (for example, S100a8, S100a9, Hif1a, Chil3, Lcn2 and Prtn3), metabolic adaptation under oxidative stress (for example, Hk3, Eif5a, Pkm, Gpi1, Gsr and Aldh2) and mitogen-induced survival (for example, Anxa3, Tnfrsf1a and Serpinb1a) activated in KP-experienced GMPs (Fig. 1g and Methods)",(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NSCLC influences chromatin state of BM progenitors,Q2,we observed a reduction of type I or III interferon (IFN)-stimulated gene expression in tumour-associated BM myeloid progenitors,(missing),"supporting a dampened inflammatory state (Ref: 18,19) distal to the TME (Fig. 1c)"
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NSCLC influences chromatin state of BM progenitors,Q2,"The reduced chromatin accessibility for several IFN pathway TFs including IRF3, IRF7, IRF5 and STAT2 (Fig. 1e), lower H3K4me3-associated DORC scores at IFN-stimulated gene (ISG) loci such as Ifi203, Oasl1 and Isg15 (Fig. 1g) and lower H3K4me1-associated and H3K27ac-associated DORC scores complemented by higher H3K27me3 repressive histone mark at gene loci such as Ifitm3, Ms4a4c, Mx1 and Gbp4 in tumoural BM myeloid progenitors (Extended Data Fig. 1m)",(missing),further supported our transcriptomic findings of IFN hyposensitivity
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NSCLC influences chromatin state of BM progenitors,Q2,"We identified certain binding motifs for TFs such as Nfe2l2 to be enriched in promoter-proximal activating histone marks of tumoural myeloid progenitors, unlike TFs such as Gata2, Mesp1, Glis2 and Tcf3 that are enriched at more distal H3K4me1 and H3K27ac enhancer-associated signal (Extended Data Fig. 1n)",(missing),"These results collectively suggested that tumour-associated myelopoiesis drives priming of pathways in BM GMPs involved in the ROS stress response (Ref: 20), mitochondria–ER metabolic adaptations (Ref: 21) and IFN hypo-responsiveness to limit exhaustion (Ref: 22)"
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NSCLC influences chromatin state of BM progenitors,Q2,"found that HSCs, multipotent progenitors (MPPs) and GMPs were elevated in peripheral blood from patients with early-stage NSCLC when compared with healthy donors (Fig. 1h and Extended Data Fig. 2e)",(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NSCLC influences chromatin state of BM progenitors,Q1,to interrogate molecular changes,(missing),We next conducted a 10x Multiome (RNA + ATAC) assay on peripheral blood mononuclear cells (PBMCs) from patients with NSCLC
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NSCLC influences chromatin state of BM progenitors,Q2,"CD14+ monocytes from peripheral blood of patients with early NSCLC had increased oxidative stress response signature scores (Fig. 1i and Extended Data Fig. 1o) and accessible chromatin topics enriched in these patients were associated with ‘MAPK signalling activation’, ‘metabolic processes’, ‘response to ROS’ and ‘response to oxidative stress’ (Fig. 1j and Extended Data Fig. 1p)",Mirroring our findings in mice,(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NSCLC influences chromatin state of BM progenitors,Q2,"genes differentially expressed in monocytes from patients with NSCLC were downstream of TF regulators such as NFE2L2, STAT3, PPARG and MYC (Extended Data Fig. 1q)",(missing),"Thus, cancer-associated inflammation provokes demand-adapted mobilization of myeloid-biased progenitors associated with oxidative stress-responsive epigenomic remodelling"
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,Tumour-induced myelopoiesis fuels TME mo-macs,Q1,To measure whether imprinting of stress-responsive programs in BM myeloid progenitors upon sensing systemic tumour cues influence mo-mac states in the TME,(missing),we adoptively transferred GMPs from either tumour-bearing mice or naive mice into a tumour-bearing congenic host (Extended Data Fig. 2f)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,Tumour-induced myelopoiesis fuels TME mo-macs,Q2,"We found mo-macs derived from tumour-primed GMPs to be more immunoregulatory in the TME, characterized by increased differentiation into GPNMB+CD9+TREM2hi mo-macs (Ref: 23) expressing higher PD-L1, increased ARG1+ mo-macs (Ref: 24) and decreased frequency of CD86+MHCII+ immunostimulatory mo-macs (Fig. 2a and Extended Data Fig. 3a–c)",(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,Tumour-induced myelopoiesis fuels TME mo-macs,Q1,(missing),In addition,we differentiated BM-derived macrophage (BMDM) ex vivo in the presence of tumour conditioning (CM) either early or later during the differentiation
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,Tumour-induced myelopoiesis fuels TME mo-macs,Q2,Early exposure to tumour inflammatory cues significantly enhanced mo-mac suppressive phenotype compared with late exposure (Extended Data Fig. 3d),(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,Tumour-induced myelopoiesis fuels TME mo-macs,Q2,Transient incubation of BM progenitors with KP CM also cued a more immunoregulatory phenotype in progeny macrophages (Extended Data Fig. 3e),(missing),These results collectively suggest that exposure of myeloid progenitors to tumour cues affected their ultimate trajectory in the TME
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,Tumour-induced myelopoiesis fuels TME mo-macs,Q2,"Using gene–gene correlation, we identified a module of genes implicated in anti-apoptotic cytoprotection, glycolytic metabolic shift and regulation of oxidative stress that was highly enriched in tumour-infiltrating ARG1hi mo-macs and TREM2hi mo-macs (Extended Data Fig. 4b, Supplementary Table 2 and Methods), regulated by TFs such as STAT3, NFE2L2, HIF1A, KLF4, SPI1 and CEBPB",(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,Tumour-induced myelopoiesis fuels TME mo-macs,Q2,"TFs for oxidative stress response, including Nfe2l2, Fosl2 and Bach1, were specifically enriched in tumour-dominant ARG1hi and TREM2hi mo-macs",(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,Tumour-induced myelopoiesis fuels TME mo-macs,Q2,"Phenotypically, Ly6Chi monocytes infiltrating KP tumours exhibited a higher oxidative stress burden (Extended Data Fig. 3f) and intratumoural TREM2hi mo-macs had relatively higher amounts of cytosolic ROS when compared with immunostimulatory mo-macs (Extended Data Fig. 3g)",In light of our findings in BM myeloid progenitors,these results suggested that oxidative stress-induced cytoprotective chromatin changes initiated in tumour-educated myeloid progenitors are maintained in tumoural mo-macs
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,Tumour-induced myelopoiesis fuels TME mo-macs,Q1,(missing),(missing),We simultaneously used paired single-cell chromatin accessibility and gene expression profiling to analyse tumour-infiltrating immune cells isolated from 14 human NSCLC lesions (Supplementary Table 3)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,Tumour-induced myelopoiesis fuels TME mo-macs,Q2,"we observed motifs for TFs such as NFE2L2, FOSL2, JUN and BACH1 to be enriched in marker peaks of tumour-infiltrating activated CD14+ monocytes, mo-mac_transition and TREM2hi mo-macs (Extended Data Fig. 4h)",In close agreement with our mouse analyses,(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,Tumour-induced myelopoiesis fuels TME mo-macs,Q1,we prioritized TF regulators with sustained cell-type-specific activity in TME-infiltrating immunosuppressive mo-macs,(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,Tumour-induced myelopoiesis fuels TME mo-macs,Q2,"Putative TF regulators in our mouse dataset included Spi1, Mafb and Cebpb, as well as NF-κB or Rel family members and AP-1 family members",associated with response to inflammation and growth factors (Ref: 27) (Extended Data Fig. 4i),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,Tumour-induced myelopoiesis fuels TME mo-macs,Q2,"we again observed a nexus of stress-responsive TFs, principally Nfe2l2, Bach1, Fosl2, Mafk and Mafg",(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,Tumour-induced myelopoiesis fuels TME mo-macs,Q2,"Concurrent analyses in our human NSCLC dataset of TME monocytes and mo-macs indicated very similar candidate regulators such as NFKB1, REL, SPIB and CEBPB but also oxidative stress response and integrated stress response regulators NFE2L2, BACH1, MAFF, FOSL2 and ATF4 (Fig. 2b)",(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,Tumour-induced myelopoiesis fuels TME mo-macs,Q2,"Downstream pathways conserved across mouse and human TME mo-macs included ‘heme signalling’, ‘cytoprotection by HMOX1’, ‘response to ER stress’ and ‘mitochondrial biogenesis’ (Extended Data Fig. 4j) and ranking on the basis of correlation to gene expression prioritized NFKB1, REL, CEBPB, CEBPG and NFE2L2 (Fig. 2c)",(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 signalling dampens IFN response in the TME,Q1,We were especially interested in NRF2,"because of its role in driving antioxidant gene batteries, promoting resistance to lipid-associated ferroptosis and opposing NF-κB pro-inflammatory cascades (Ref: 28,29). NRF2 can also directly influence pro-inflammatory signals by suppressing type I IFN pathway genes and limiting inflammasome activation (Ref: 30-33)",(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 signalling dampens IFN response in the TME,Q2,we observed relative TF motif deviation for NRF2 and aggregate score for NRF2 downstream gene activation to be highest in immunoregulatory ARG1hi and TREM2hi mo-macs that accumulate in late-stage tumours (Ref: 34) (Fig. 2d),In the lung,(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 signalling dampens IFN response in the TME,Q1,(missing),"We did not rely on Nfe2l2 gene expression alone, because NRF2 is regulated post-transcriptionally and post-translationally","As a proxy for activation of NRF2 programs in vivo, we assayed the amounts of nuclear NRF2 and intracellular heme oxygenase (HO-1, encoded by Hmox1) (Ref: 35)"
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 signalling dampens IFN response in the TME,Q2,"TREM2hi mo-macs had increased amounts of NRF2 and HO-1 compared with CD86+MHCII+ mo-macs in KP tumours (Extended Data Fig. 3h), and mo-macs in KP GEMM also had increased amounts of NRF2 (Extended Data Fig. 5a)",(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 signalling dampens IFN response in the TME,Q2,"in human NSCLC, NRF2 TF motif deviation was highest in immunosuppressive TREM2hi mo-macs and recently infiltrated monocytes (mo-mac_transition), with concomitantly high NRF2 downstream gene activation (Fig. 2e)",Similarly,(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 signalling dampens IFN response in the TME,Q2,"we found the NRF2 activation score to be highest in tumour-associated TREM2hi mo-macs across two independent scRNA-seq datasets (Ref: 36,37) (Extended Data Fig. 3i and Methods)",Furthermore,(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 signalling dampens IFN response in the TME,Q1,we next explored when NRF2 was activated during GMP differentiation to monocytes and mo-macs,Given the persistent NRF2 pathway activation in TME immunosuppressive mo-macs,(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 signalling dampens IFN response in the TME,Q2,"We observed increased NRF2 activation and HO-1 induction in mo-macs that differentiate in vivo from adoptively transferred tumour-experienced BM GMPs, and myeloid progenitors exposed to early transient tumour conditioning (Extended Data Fig. 3j,k)",(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 signalling dampens IFN response in the TME,Q2,"GMPs isolated from KP tumour-bearing mice had increased H3K4me3 promoter-proximal signal at known NRF2 oxidative stress response genes such as Gclm, Alas1, Gsr, Prtn3 and Txnrd1 (Extended Data Fig. 3l), but also key immunosuppressive gene loci such as Cebpb, Ptgs1 (Ref: 38), Inhba (Ref: 39), Lcn2 (Ref: 40) and S100a8 (Ref: 41) (Fig. 2f)",(missing),suggesting imprinting of immunoregulatory programs early in differentiation
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 signalling dampens IFN response in the TME,Q2,"although we observed tumour-educated BM GMPs and monocytes had increased NRF2 motif accessibility compared with their tumour-free counterparts, this was not matched by activation of downstream gene programs (Extended Data Fig. 5b)",Crucially,(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 signalling dampens IFN response in the TME,Q1,we next tested the temporal relationship of IFN responsiveness with NRF2 activation,Given the downregulation of the IFN-stimulated response in tumour-experienced BM myeloid cells,"For this, we implanted lung tumours in Mx1GFP IFN-sensitive response element reporter mice (Ref: 42)"
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 signalling dampens IFN response in the TME,Q2,tumour-associated monocytes across tissue compartments and tumoural mo-macs had consistently lower GFP expression than their naive counterparts,(missing),indicating lower IFN responsiveness (Extended Data Fig. 5c)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 signalling dampens IFN response in the TME,Q2,"there was a stepwise increase in Mx1GFP as monocytes infiltrated the tumour, followed by waning in TME mo-macs concomitant with NRF2 activation (Extended Data Fig. 5c,d)",Strikingly,(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 signalling dampens IFN response in the TME,Q2,"reduced H3K27ac CUT&RUN marks in KP-experienced GMPs at loci such as Mx1, Ifitm1, Slamf7 and H2-Ab1 (Extended Data Fig. 5e)",(missing),Several ISGs and antigen-presentation-associated gene loci are potentially regulated by NRF2 and partner TFs at distal enhancer loci
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 signalling dampens IFN response in the TME,Q2,(missing),(missing),"These results collectively suggested that exposure of BM myeloid progenitors to tumour cues primes NRF2 response loci and certain immunosuppressive gene loci, which promotes a more immunoregulatory fate for mo-macs in the TME with a dampened type I or III IFN response"
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,Tumour cues activate NRF2 in BM progenitors,Q1,to identify cues that activate NRF2,(missing),Taking a candidate approach
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,Tumour cues activate NRF2 in BM progenitors,Q2,"we found protein factors to be the dominant trigger in tumour CM (Extended Data Fig. 6a,b)",(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,Tumour cues activate NRF2 in BM progenitors,Q2,"factors such as granulocyte-macrophage colony-stimulating factor (GM-CSF), granulocyte colony-stimulating factor (G-CSF) and interleukin 6 were enriched in BM sera, blood sera and tumour CM (Extended Data Fig. 6d–f)",Specifically,(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,Tumour cues activate NRF2 in BM progenitors,Q2,"GM-CSF and interleukin 6 mimicked the impact of tumour CM on myelopoiesis, resulting in NRF2 activation, increased HO-1 expression and increased proliferation (Extended Data Fig. 6g,h)",(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,Tumour cues activate NRF2 in BM progenitors,Q2,"The myelopoietic effects of KP CM were ameliorated by incubating progenitors with anti-GM-CSF and anti-interleukin 6 neutralizing antibodies, associated with a reduction in oxidative stress burden (Extended Data Fig. 6i,j)",(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,Tumour cues activate NRF2 in BM progenitors,Q2,Although there was a reduction in myeloid expansion and HO-1 expression upon incubating progenitors with KP CM in the presence of ML385—an inhibitor of Nfe2l2 DNA binding and transcriptional activity (Ref: 43) (Extended Data Fig. 6k)—there was an increase in oxidative burden (Extended Data Fig. 6l),(missing),suggestive of stress response uncoupling
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,Tumour cues activate NRF2 in BM progenitors,Q2,We found that stress-responsive p38 MAPK signalling was induced in KP CM-experienced progenitors (Extended Data Fig. 6m) but was not affected by ML385 (Extended Data Fig. 6n),(missing),this suggested NRF2 pathway activation to be downstream of stress-responsive signal transduction from mitogenic cues such as GM-CSF and interleukin 6
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,Tumour cues activate NRF2 in BM progenitors,Q2,"Incubating progenitors with GM-CSF and interleukin 6 in the presence of p38 MAPK inhibitor ameliorated myelopoietic expansion as well as HO-1 expression in conjunction with reducing cellular ROS burden (Extended Data Fig. 6o,p)",(missing),our results indicate that NRF2 activation in BM due to tumour mitogen-induced oxidative stress enables progenitors to continue expanding to meet inflammatory demand (Extended Data Fig. 6q)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 regulates mo-mac function in the TME,Q1,we interrogated the functional consequence of NRF2 in tumour-associated myeloid cell survival and immunosuppression,Having established the role of NRF2 in BM myeloid expansion,(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 regulates mo-mac function in the TME,Q2,"Exposing BMDMs to tumour CM during the last 24 h of culture (to mimic polarization in the TME) resulted in immunosuppressive gene activation, cytoprotection and IFN response suppression (Extended Data Fig. 7a)",(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 regulates mo-mac function in the TME,Q1,(missing),(missing),we cultured BMDMs from NRF2 constitutive knockout mice (Nfe2l2TKO) or wild-type counterparts in the presence of KP CM
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 regulates mo-mac function in the TME,Q2,"we found that tumour-conditioned Nfe2l2TKO BMDMs had lower relative activation of Arg1, Retnla and Chil3, while concomitantly expressing higher amounts of the ISGs Mx1 and Nos2 (Fig. 3a)",(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 regulates mo-mac function in the TME,Q2,Adding ML385 at day 6 resulted in a similar phenotype (Extended Data Fig. 7b),(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 regulates mo-mac function in the TME,Q2,"tumour-educated Nfe2l2TKO BMDMs exhibited increased ROS burden, lipid peroxidation and mitochondrial stress, and increased sensitivity to cell death (Extended Data Fig. 7c,d)",Remarkably,(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 regulates mo-mac function in the TME,Q2,Nfe2l2TKO BMDMs did not exhibit increased cell death at steady state (Extended Data Fig. 7e),(missing),This susceptibility for cell death under redox crisis was specific to tumour condition
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 regulates mo-mac function in the TME,Q2,"Viable tumour-educated Nfe2l2TKO BMDMs had reduced expression of HO-1, ARG1 and PD-L1 with increased expression of MHCII, CD86 and CD40 (Fig. 3b)",(missing),indicating a phenotypic shift towards immunogenicity and antigen presentation
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 regulates mo-mac function in the TME,Q1,(missing),(missing),"Next, we generated conditional knockout mice, wherein NRF2 is floxed by Cre recombinase under the Ms4a3 promoter (Nfe2l2ΔMs4a3) restricted to GMPs (Ref: 45), resulting in decreased NRF2 activity"
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 regulates mo-mac function in the TME,Q2,"Myelopoiesis, differentiation and monocyte function in these mice were unaltered at the steady state (Extended Data Fig. 7f–i)",(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 regulates mo-mac function in the TME,Q1,(missing),(missing),We adoptively transferred GMPs from CD45.2 Nfe2l2ΔMs4a3 or Nfe2l2fl/fl control BM into congenic CD45.1 hosts bearing KP tumours
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 regulates mo-mac function in the TME,Q2,"GMPs from Nfe2l2ΔMs4a3 mice differentiated into more immunostimulatory CD86+MHCII+ mo-macs and strikingly fewer TREM2hi mo-macs in the lung TME, with the TREM2hi mo-macs having decreased PD-L1 (Fig. 3c)",(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 regulates mo-mac function in the TME,Q2,"GMPs derived from KP-experienced mice treated with quassinoid NRF2 inhibitor Brusatol (Ref: 46), when similarly transferred into congenic tumour-bearing mice, differentiated into more immunostimulatory mo-macs (Fig. 3d)",(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 regulates mo-mac function in the TME,Q2,GMPs from tumour-naive mice administered antioxidant N-acetyl cysteine (NAC) differentiated into mo-macs with increased immunosuppressive phenotype (Fig. 3d and Extended Data Fig. 7j),(missing),"Thus, manipulating ROS burden and NRF2 activation in BM GMPs influenced subsequent mo-mac phenotype in the TME"
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 enhances immunoregulatory myelopoiesis,Q1,we interrogated how loss of NRF2 signalling functionally affects myelopoiesis,Considering that peripheral tumours can promote NRF2 priming in BM myeloid progenitors,"To do so, we first administered NRF2 inhibitor ML385 in KP tumour-bearing LSL-TdTomatoMs4a3CreERT2 reporter mice and pulsed with one dose of tamoxifen to trace the fate of recently emigrated GMP-derived cells in the TME"
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 enhances immunoregulatory myelopoiesis,Q2,"NRF2 inhibition resulted in a reduction of TdTomato-labelled intratumoural mo-macs and neutrophils 8 days post-tamoxifen, with a significant reduction in the frequency of TREM2hi mo-macs (Fig. 3e)",(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 enhances immunoregulatory myelopoiesis,Q1,(missing),Consequently,we implanted KP tumours orthotopically in Nfe2l2ΔMs4a3 and Nfe2l2fl/fl mice
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 enhances immunoregulatory myelopoiesis,Q2,Nfe2l2ΔMs4a3 mice had a significant reduction in KP burden and greater overall survival (Fig. 4a and Extended Data Fig. 8a),(missing),(missing)
