title,subsection,type,main_content,context,outcome
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin suppresses Dnmt3aR878H/+ HSPCs,Q1,To determine which HSPC subsets were affected,on the basis of their correlation with reference mouse HSPC gene sets22,we annotated each cell... and identified 11 different haematopoietic subsets (Fig. 2a)
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin suppresses Dnmt3aR878H/+ HSPCs,Q2,"Metformin treatment reduced the ratio of CD45.2+ to CD45.1+ cells in the HSC cluster as well as myeloid progenitor subsets (Fig. 2b,c)",(missing),consistent with its effect at the HSC level
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin suppresses Dnmt3aR878H/+ HSPCs,Q2,"Flow cytometric analysis of bone marrow samples collected from mice after 4 months of treatment also showed a reduction in the ratio of CD45.2+ to CD45.1+ cells in immunophenotypically defined (Lin− KIT+ SCA-1+ CD150+ CD48−) HSCs and progenitor subsets (Extended Data Fig. 3a,b)",(missing),(missing)
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin suppresses Dnmt3aR878H/+ HSPCs,Q1,To corroborate these findings,(missing),we transplanted Dnmt3aR878H/+ or Dnmt3a+/+ donor WBM cells from sex-matched littermates in a non-competitive manner into lethally irradiated recipients
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin suppresses Dnmt3aR878H/+ HSPCs,Q2,"In untreated mice, the number of immunophenotypic HSCs per femur and the proportion of HSCs in the Lin– SCA-1+ KIT+ (LSK) fraction were higher in Dnmt3aR878H/+ recipients compared with Dnmt3a+/+ recipients (Fig. 2d,e)",(missing),(missing)
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin suppresses Dnmt3aR878H/+ HSPCs,Q2,The expansion of mutant HSCs was associated with a trend towards a higher proportion of HSCs in active cycling based on Ki-67 staining (Fig. 2f),(missing),(missing)
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin suppresses Dnmt3aR878H/+ HSPCs,Q2,Metformin treatment reduced all these parameters in Dnmt3aR878H/+ recipients to levels comparable to those in untreated Dnmt3a+/+ recipients (Fig. 2d–f),(missing),Our findings demonstrate that metformin treatment suppresses the competitive advantage of Dnmt3aR878H/+ HSCs.
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin increases methylation capacity,Q2,"Gene set enrichment analysis (GSEA) of the scRNA-seq data revealed an enrichment of genes associated with OXPHOS in Dnmt3aR878H/+ HSCs relative to wild-type HSCs and a decrease in expression of these genes with metformin treatment (Extended Data Fig. 4a,b)",(missing),This unexpected result suggested that metformin could influence mitochondrial respiration not only through a direct inhibition of complex I but also through downregulation of OXPHOS-related genes
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin increases methylation capacity,Q1,To further investigate its mechanism of action,(missing),we first studied the effect of in vivo metformin treatment on mitochondrial function of HSPCs
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin increases methylation capacity,Q2,"Metformin treatment reduced the basal and maximal OCRs as well as the ΔΨm of Dnmt3aR878H/+ LK cells to levels similar to those of untreated Dnmt3a+/+ LK cells (Extended Data Fig. 4c,d)",(missing),(missing)
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin increases methylation capacity,Q1,To uncover the effect of metformin on specific metabolic pathways,(missing),we performed a mass spectrometry-based metabolomic analysis of the untreated and treated LK cells of both Dnmt3a genotypes
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin increases methylation capacity,Q2,"This analysis, which focused on metabolites that are central to energy and redox metabolism, detected 101 named metabolites, of which 8 were significantly increased in metformin-treated mutant LK cells compared with untreated mutant LK cells (Supplementary Table 1)",(missing),(missing)
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin increases methylation capacity,Q2,"4 out of the 8 up-regulated metabolites (l-cysteate, dimethylglycine, reduced glutathione (GSH) and taurine) are involved in one-carbon (1C) metabolism through the methionine cycle (Fig. 3a,b)",(missing),"Since the methionine cycle generates SAM, these findings suggest that metformin could potentially affect SAM levels and the ratio of SAM to SAH, which is also known as the methylation index, an indicator of cellular methylation potential"
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin increases methylation capacity,Q1,To test this hypothesis,(missing),we directly measured the intracellular concentrations of SAM and SAH
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin increases methylation capacity,Q2,the methylation index was higher in metformin-treated Dnmt3aR878H/+ LK cells than in untreated cells (Fig. 3c),Consistent with our hypothesis,indicative of an increase in their cellular methylation potential
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin increases methylation capacity,Q2,The effect of metformin on methylation index was observed only in Dnmt3aR878H/+ LK HSPCs and not in Dnmt3a+/+ LK cells (Fig. 3c),(missing),(missing)
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin increases methylation capacity,Q1,To determine whether the metformin-induced changes in methylation index could be due to alterations in the expression of genes involved in 1C metabolism,(missing),we performed bulk RNA-seq analysis of Dnmt3a+/+ and Dnmt3aR878H/+ LK-enriched cells that were untreated or treated with metformin for 1 month (Extended Data Fig. 3c)
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin increases methylation capacity,Q2,"GSEA of the RNA-seq dataset showed that metformin treatment decreased the expression of genes associated with stemness and OXPHOS (Extended Data Fig. 4e,f)",consistent with our earlier results,(missing)
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin increases methylation capacity,Q2,it also revealed a significant enrichment of genes involved in 1C metabolism in metformin-treated Dnmt3aR878H/+ LK cells (Fig. 3d),(missing),(missing)
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin increases methylation capacity,Q1,To confirm these findings,(missing),we performed quantitative PCR with reverse transcription (RT–qPCR) to measure the expression of eight genes that encode enzymes in the folate and methionine cycles
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin increases methylation capacity,Q2,metformin treatment increased their expression in Dnmt3aR878H/+ LK cells (Fig. 3e),(missing),These findings suggest that metformin selectively increases the cellular methylation potential of mutant HSPCs by upregulating the expression of genes involved in 1C metabolism
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin increases methylation capacity,Q1,To test this hypothesis,"On the basis of the above findings, we hypothesized that metformin suppresses the competitive advantage of Dnmt3aR878H/+ cells by increasing their cellular methylation potential",we investigated the effect of exogenous SAM and SAH on the competitive advantage of mutant LK cells using our in vitro assay (Extended Data Fig. 1d)
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin increases methylation capacity,Q2,The addition of exogenous SAM... was sufficient to reduce the competitive advantage of Dnmt3aR878H/+ HSPCs (Extended Data Fig. 5a),which increases the methylation index,(missing)
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin increases methylation capacity,Q2,"The suppressive effect of SAM on Dnmt3aR878H/+ HSPCs was maintained after downregulation of Dnmt3b expression (Extended Data Fig. 5b,c)",(missing),suggesting that this effect was independent of DNMT3B activity
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin increases methylation capacity,Q2,Increasing the concentration of folic acid in the culture medium... also reduced the competitive advantage of Dnmt3aR878H/+ HSPCs (Extended Data Fig. 5d),which augments the availability of 1C units for SAM synthesis,(missing)
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin increases methylation capacity,Q2,"Conversely, exogenous SAH... counteracted the suppressive effect of metformin on mutant cells (Extended Data Fig. 5a)",which lowers the methylation index,(missing)
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin increases methylation capacity,Q1,To confirm these findings,we inhibited SHMT2 and MAT2A as alternative approaches to lowering the [SAM]/[SAH] ratio,pharmacologic inhibition of SHMT with SHIN-123 or MAT2A with AG-27024
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin increases methylation capacity,Q2,"pharmacologic inhibition of SHMT with SHIN-123 or MAT2A with AG-27024 rescued the suppressive effect of metformin on mutant HSPCs (Extended Data Fig. 5e,f)",In line with our hypothesis,(missing)
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin increases methylation capacity,Q2,The addition of exogenous SAM mitigated the rescue effect of SHIN-1 (Extended Data Fig. 5g),(missing),indicating that SHIN-1 acts by reducing SAM production
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin increases methylation capacity,Q2,"Genetic knockdown of Shmt2 expression also rendered Dnmt3aR878H/+ HSPCs resistant to the suppressive effect of metformin (Extended Data Fig. 5h,i)",(missing),"Together, these findings support a mechanism in which metformin selectively reduces the competitive advantage of Dnmt3aR878H/+ HSPCs by increasing their cellular methylation potential"
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Reversal of aberrant epigenetic profiles,Q1,To test this prediction,A prediction based on this hypothesis is that elimination of residual DNMT3A activity by inactivating the remaining wild-type Dnmt3a allele in mutant cells should render them resistant to the effect of metformin,we used CRISPR–Cas9 to knock out Dnmt3a in Dnmt3a+/+ and Dnmt3aR878H/+ LK cells
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Reversal of aberrant epigenetic profiles,Q2,"Dnmt3a knockout significantly increased the competitive advantage of LK HSPCs, regardless of their initial Dnmt3a genotype (Extended Data Fig. 6b)",Using our in vitro competition assay,(missing)
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Reversal of aberrant epigenetic profiles,Q2,Metformin did not suppress the competitive advantage of Dnmt3aR878H/+ cells following Dnmt3a knockout (Extended Data Fig. 6b),(missing),supporting the idea that residual DNMT3A activity is required for the metformin effect
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Reversal of aberrant epigenetic profiles,Q1,To test this,Another prediction is that metformin treatment should increase the level of methylation at CpG sites that are differentially hypomethylated in Dnmt3aR878H/+ cells,we performed reduced representation bisulfite sequencing (RRBS) analysis of LK-enriched bone marrow cells from recipient mice that received Dnmt3aR878H/+ or Dnmt3a+/+ WBM cells... and were either untreated or treated with metformin for 1 month (Extended Data Fig. 3c)
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Reversal of aberrant epigenetic profiles,Q2,"the majority of the DMRs (n = 4,649; 85.6%) were hypomethylated in the untreated Dnmt3aR878H/+ samples (Fig. 4a)","Consistent with prior reports13,17",(missing)
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Reversal of aberrant epigenetic profiles,Q2,"In the comparison between metformin-treated Dnmt3aR878H/+ (n = 3) and untreated Dnmt3aR878H/+ (n = 4) samples, we identified 3,285 DMRs, 1,923 (58.5%) of which were hypermethylated in the treated samples (Fig. 4a)",(missing),(missing)
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Reversal of aberrant epigenetic profiles,Q2,"metformin treatment increased the methylation level at 617 (90.9%) of the 679 hypomethylated DMRs in Dnmt3aR878H/+ samples, bringing their average methylation levels close to those of untreated Dnmt3a+/+ samples (Fig. 4b and Extended Data Fig. 6d)",In line with our hypothesis,(missing)
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Reversal of aberrant epigenetic profiles,Q1,To explore the potential effect of these changes in DNA methylation on gene expression,(missing),we conducted GSEA on genes ranked by differential promoter methylation and mRNA expression from our bulk RNA-seq analysis
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Reversal of aberrant epigenetic profiles,Q2,"Dnmt3aR878H/+ cells, compared with Dnmt3a+/+ cells, exhibited decreased promoter methylation and increased expression of genes involved in mitochondrial respiration (Extended Data Fig. 7a)",This analysis revealed that,(missing)
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Reversal of aberrant epigenetic profiles,Q2,"Notably, metformin treatment reversed these aberrant changes in DNA methylation and gene expression in mutant cells (Extended Data Fig. 7a)",(missing),(missing)
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Reversal of aberrant epigenetic profiles,Q1,To test this,"Given that PRC2-mediated methylation activity is also regulated by the [SAM]/[SAH] ratio, we hypothesized that metformin could reverse the aberrant H3K27 hypomethylation profile in Dnmt3aR878H/+ HSPCs",we performed H3K27me3 chromatin immunoprecipitation followed by sequencing (ChIP–seq) analysis of Dnmt3aR878H/+ and Dnmt3a+/+ LK-enriched bone marrow cells from the mice that were either untreated or treated with metformin for 1 month (Extended Data Fig. 3c)
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Reversal of aberrant epigenetic profiles,Q2,"This analysis revealed a reduction in H3K27me3 levels globally and in the regions surrounding transcription start sites (TSSs) in the untreated Dnmt3aR878H/+ samples relative to the untreated Dnmt3a+/+ samples (Fig. 4c,d)",(missing),(missing)
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Reversal of aberrant epigenetic profiles,Q2,"metformin treatment restored H3K27me3 levels in Dnmt3aR878H/+ samples to a level resembling that of untreated Dnmt3a+/+ samples (Fig. 4c,d)",Consistent with our hypothesis,(missing)
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Reversal of aberrant epigenetic profiles,Q1,To confirm these findings using an orthogonal approach,(missing),we measured the amount of H3K27me3 by intracellular flow cytometry
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Reversal of aberrant epigenetic profiles,Q2,Dnmt3aR878H/+ LK cells had lower levels of H3K27me3 than Dnmt3a+/+ LK cells and metformin treatment restored H3K27me3 levels in mutant cells to levels resembling those of wild-type cells (Fig. 4e),Similar to the ChIP–seq results,"Together, the above findings demonstrate that metformin treatment can reverse the aberrant epigenetic landscape in Dnmt3aR878H/+ HSPCs."
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin suppresses human mutant HSPCs,Q1,To explore the relevance of our findings in human clonal haematopoiesis,"Since DNMT3A R882-mutated cells retain about 20% of wild-type DNMT3A activity13, knockdown of DNMT3A expression should phenocopy the effects of DNMT3A R882 mutations",we modelled the DNMT3A R882 mutation in human HSPCs by transducing purified CD34+ HSPCs from cord blood with lentiviral vectors expressing a DNMT3A shRNA and BFP
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin suppresses human mutant HSPCs,Q2,"DNMT3A-knockdown (DNMT3A-KD) HSPCs displayed a competitive advantage over control HSPCs expressing a non-targeting shRNA (shNT) (Fig. 5b and Extended Data Fig. 8a,b)",Using this approach and an in vitro competition assay with human cytokines,(missing)
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin suppresses human mutant HSPCs,Q2,metformin treatment reduced the competitive advantage of DNMT3A-KD HSPCs (Fig. 5b),Consistent with our mouse studies,(missing)
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin suppresses human mutant HSPCs,Q2,The suppressive effect of metformin was mitigated by the co-expression of NDI1 (Fig. 5b),(missing),indicating that the effect was mediated through inhibition of complex I
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin suppresses human mutant HSPCs,Q2,"DNMT3A-KD HSPCs exhibited higher basal OCRs compared with control HSPCs, a difference that was eliminated by metformin treatment (Fig. 5c)",(missing),(missing)
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin suppresses human mutant HSPCs,Q2,"the levels of 5mC and H3K27me3 were lower in DNMT3A-KD cells than in control cells (Fig. 5d,e)",Similar to mouse Dnmt3aR878H HSPCs,(missing)
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin suppresses human mutant HSPCs,Q2,"Metformin treatment augmented the methylation index (Fig. 5f and Extended Data Fig. 8d) and increased 5mC and H3K27me3 in DNMT3A-KD cells (Fig. 5d,e)",mirroring the mechanistic findings observed in mouse Dnmt3aR878H HSPCs,(missing)
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin suppresses human mutant HSPCs,Q1,To further evaluate the effect of metformin on DNMT3A R882-mutated human HSPCs,The Cas nickase (nCas)-based prime editing technique has been shown to cause less cytotoxic and genotoxic stress and edit with higher precision and efficiency in long-term repopulating HSPCs than conventional homology-directed repair-based CRISPR–Cas9 editing strategies26,we designed and optimized a prime editing strategy to introduce the R882H mutation into the DNMT3A gene in purified CD34+ HSPCs from cord blood samples
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin suppresses human mutant HSPCs,Q1,(missing),Using the optimized prime editing strategy,we introduced the DNMT3AR882H mutation in five HSPC samples from independent donors
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin suppresses human mutant HSPCs,Q2,"After prime editing, the baseline (day 0) mean variant allele frequency (VAF) was 20% for DNMT3AR882H (Fig. 5g and Extended Data Fig. 8e) and 49.8% for the B2M single nucleotide variant (Fig. 5h)",(missing),(missing)
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin suppresses human mutant HSPCs,Q1,to assess the relative competitive advantage of the DNMT3AR882H versus DNMT3A wild-type cells,(missing),The edited cell pools were plated in methylcellulose medium
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin suppresses human mutant HSPCs,Q2,"After an additional 14 days in culture, the mean VAF of DNMT3AR882H increased to 42.4% in untreated cells (Fig. 5g)",consistent with a relative expansion of the mutant population,(missing)
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin suppresses human mutant HSPCs,Q2,Metformin treatment suppressed the expansion of DNMT3A-mutated cells with a mean VAF of 26.2% (Fig. 5g),(missing),(missing)
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin suppresses human mutant HSPCs,Q2,the mean VAFs of B2M-edited cells did not significantly change after 14 days in culture with or without metformin treatment (Fig. 5h),(missing),indicating that the observed effects on DNMT3AR882H HSPCs were not an artefact of prime editing
Metformin reduces the competitive advantage of Dnmt3aR878H HSPCs,Metformin suppresses human mutant HSPCs,Q2,(missing),(missing),"Together, these results support the idea that metformin has the potential to suppress the competitive advantage of DNMT3A R882-mutated clones in human clonal haematopoiesis."
