title,subsection,type,main_content,context,outcome
Targeting iron-associated protein Ftl1 in the brain of old mice improves age-related cognitive impairment,Targeting FTL1 in the Aged Hippocampus,Q1,to explore the potential benefit of targeting the age-related increase of FTL1 in the hippocampus of aged mice,(missing),"We performed targeted stereotaxic injections of a high-titer virus encoding shRNA sequences targeting either Ftl1 or luciferase control into the CA1 and dentate gyrus hippocampal regions of aged mice (Fig. 3b and Extended Data Fig. 5a,b)"
Targeting iron-associated protein Ftl1 in the brain of old mice improves age-related cognitive impairment,Targeting FTL1 in the Aged Hippocampus,Q2,"targeting Ftl1 led to an increase in PSD95+ excitatory and gephyrin+ inhibitory synapses in the aged hippocampus (Fig. 3c,d)",in contrast to the effects observed with FTL1 overexpression,(missing)
Targeting iron-associated protein Ftl1 in the brain of old mice improves age-related cognitive impairment,Targeting FTL1 in the Aged Hippocampus,Q2,"Additionally, we observed an increase in NR2A, AMPA receptor and synapsin by western blot (Extended Data Fig. 5c)",(missing),(missing)
Targeting iron-associated protein Ftl1 in the brain of old mice improves age-related cognitive impairment,Targeting FTL1 in the Aged Hippocampus,Q2,"Consistent with age-related cognitive decline, control aged mice showed no preference for either a novel object or a novel arm relative to a familiar condition (Fig. 3f,g)",(missing),(missing)
Targeting iron-associated protein Ftl1 in the brain of old mice improves age-related cognitive impairment,Targeting FTL1 in the Aged Hippocampus,Q2,"Notably, abrogating FTL1 in the aged hippocampus resulted in cognitive improvements (Fig. 3f,g)",(missing),(missing)
Targeting iron-associated protein Ftl1 in the brain of old mice improves age-related cognitive impairment,Targeting FTL1 in the Aged Hippocampus,Q2,No differences in overall activity were detected between experimental groups (Extended Data Fig. 5d–f),(missing),These data suggest that targeting hippocampal FTL1 restores known age-related synaptic molecular changes and cognitive function in aged mice
Targeting iron-associated protein Ftl1 in the brain of old mice improves age-related cognitive impairment,Targeting FTL1 in the Aged Hippocampus,Q1,To determine the effect of selectively targeting the age-related increase in neuronal FTL1,(missing),"we generated aged, temporally controlled, neuron-specific conditional Ftl1 genetic knockout mice (FTL1 cKO) using a viral-mediated in vivo CRISPR–Cas9 approach"
Targeting iron-associated protein Ftl1 in the brain of old mice improves age-related cognitive impairment,Targeting FTL1 in the Aged Hippocampus,Q2,"We observed an increase in PSD95+ excitatory and gephyrin+ inhibitory synapses by immunocytochemical analysis and an increase in NR2A, AMPA receptor and synapsin by western blot in the hippocampus of aged FTL1 cKO mice compared to controls (Fig. 3i,j and Extended Data Fig. 6c)",(missing),(missing)
Targeting iron-associated protein Ftl1 in the brain of old mice improves age-related cognitive impairment,Targeting FTL1 in the Aged Hippocampus,Q2,"Consistent with abrogation of hippocampal FTL1, selectively targeting neuronal Ftl1 resulted in cognitive improvements in memory in FTL1 cKO mice compared to control mice (Fig. 3l,m)",(missing),(missing)
Targeting iron-associated protein Ftl1 in the brain of old mice improves age-related cognitive impairment,Targeting FTL1 in the Aged Hippocampus,Q2,No differences in overall activity were detected between experimental groups (Extended Data Fig. 6d–f),(missing),These behavioral data indicate that targeting neuronal FTL1 at old age mitigates age-related cognitive impairments
Targeting iron-associated protein Ftl1 in the brain of old mice improves age-related cognitive impairment,Transcriptomic and Metabolic Mechanisms,Q1,To identify potential mechanisms underlying the pro-aging effects of increased neuronal FTL1 on cognitive function,(missing),"we characterized the transcriptomes of hippocampal neurons from young and aged mice after viral-mediated FTL1 overexpression and abrogation, respectively, by neuronal nuclei RNA-seq approaches (Fig. 4a,d)"
Targeting iron-associated protein Ftl1 in the brain of old mice improves age-related cognitive impairment,Transcriptomic and Metabolic Mechanisms,Q2,"We detected 100 differentially expressed genes in young mice overexpressing neuronal FTL1 and 309 differentially expressed genes in aged mice after hippocampal FTL1 knockdown compared to control conditions (Fig. 4b,e and Supplementary Tables 4 and 5)",(missing),(missing)
Targeting iron-associated protein Ftl1 in the brain of old mice improves age-related cognitive impairment,Transcriptomic and Metabolic Mechanisms,Q2,"We performed Gene Ontology analysis and identified changes in energy metabolism pathways and synaptic processes (Fig. 4c,f)",(missing),(missing)
Targeting iron-associated protein Ftl1 in the brain of old mice improves age-related cognitive impairment,Transcriptomic and Metabolic Mechanisms,Q1,To gain further regional and cell-type-specific resolution,(missing),we assessed molecular changes elicited by viral-mediated Ftl1 knockout by single-nuclei RNA-seq (Fig. 4g)
Targeting iron-associated protein Ftl1 in the brain of old mice improves age-related cognitive impairment,Transcriptomic and Metabolic Mechanisms,Q2,Gene Ontology analysis of differentially expressed genes between FTL1 cKO and control mice identified predominantly metabolic processes (Fig. 4i),(missing),(missing)
Targeting iron-associated protein Ftl1 in the brain of old mice improves age-related cognitive impairment,Transcriptomic and Metabolic Mechanisms,Q2,"Concordantly, we observed increased expression of genes related to aerobic respiration and proton-driven ATP synthesis in excitatory neurons of FTL1 cKO mice (Extended Data Fig. 8a–d)",(missing),(missing)
Targeting iron-associated protein Ftl1 in the brain of old mice improves age-related cognitive impairment,Transcriptomic and Metabolic Mechanisms,Q2,"Gene Ontology analysis of differentially expressed genes identified metabolic processes associated with ATP production, oxidative phosphorylation and NADH across hippocampal neuronal cell types (Fig. 4j–l)",(missing),(missing)
Targeting iron-associated protein Ftl1 in the brain of old mice improves age-related cognitive impairment,Transcriptomic and Metabolic Mechanisms,Q1,(missing),Leveraging our transcriptomic analysis,"we next surveyed our in vivo neuronal FTL1 overexpression RNA-seq (Fig. 4a), in vivo neuronal Ftl1 RNA interference RNA-seq (Fig. 4d) and in vivo Ftl1 cKO single-nuclei RNA-seq (Fig. 4g) datasets for convergent molecular pathways"
Targeting iron-associated protein Ftl1 in the brain of old mice improves age-related cognitive impairment,Transcriptomic and Metabolic Mechanisms,Q2,"Of the genes that are downregulated in the young hippocampus after increased neuronal FTL1 and upregulated in the aged hippocampus after abrogation of neuronal FTL1, we detected 32 genes that were bidirectionally changed (Fig. 4m and Supplementary Table 6)",(missing),(missing)
Targeting iron-associated protein Ftl1 in the brain of old mice improves age-related cognitive impairment,Transcriptomic and Metabolic Mechanisms,Q2,"Gene Ontology analysis of this gene set identified metabolic processes associated with ATP production and oxidative phosphorylation (Fig. 4n), with restored neuronal expression of genes including Sdhb, Atp5o, Atp5c1, Ndufa10 and Atp5j in the aged hippocampus after abrogation of neuronal FTL1 (Fig. 4o)",(missing),(missing)
Targeting iron-associated protein Ftl1 in the brain of old mice improves age-related cognitive impairment,Transcriptomic and Metabolic Mechanisms,Q1,To corroborate our RNA-seq findings using an orthogonal approach,(missing),we measured neuronal ATP production rate by Seahorse assay after viral-mediated overexpression and abrogation of FTL1 in primary neurons
Targeting iron-associated protein Ftl1 in the brain of old mice improves age-related cognitive impairment,Transcriptomic and Metabolic Mechanisms,Q2,"Increasing neuronal FTL1 significantly compromised ATP production (Fig. 4p), whereas abrogation of FTL1 resulted in increased ATP production compared to control conditions (Fig. 4q)",(missing),(missing)
Targeting iron-associated protein Ftl1 in the brain of old mice improves age-related cognitive impairment,Transcriptomic and Metabolic Mechanisms,Q1,To begin to test this possibility,"Consequently, we reasoned that boosting metabolic function might counter the pro-aging effects of increased neuronal FTL1",primary neurons were treated with NADH (a coenzyme driving ATP synthesis during oxidative phosphorylation)21–23 after viral-mediated FTL1 overexpression (Fig. 4r and Extended Data Fig. 9a)
Targeting iron-associated protein Ftl1 in the brain of old mice improves age-related cognitive impairment,Transcriptomic and Metabolic Mechanisms,Q2,"Consistent with our previous observation, we detected a decrease in the total neurite length and dendritic complexity of MAP2+ neurons overexpressing FTL1 compared to control (Fig. 4r); however, this decrease was mitigated after NADH treatment (Fig. 4r)",(missing),(missing)
Targeting iron-associated protein Ftl1 in the brain of old mice improves age-related cognitive impairment,Transcriptomic and Metabolic Mechanisms,Q1,To investigate the effect of NADH supplementation on cognitive function,(missing),"young adult mice were administered NADH after viral-mediated neuronal FTL1 overexpression, and hippocampal-dependent memory was assessed by NOR and Y maze (Fig. 4s)"
Targeting iron-associated protein Ftl1 in the brain of old mice improves age-related cognitive impairment,Transcriptomic and Metabolic Mechanisms,Q2,"Although young mice with increased neuronal FTL1 expression showed no preference for either a novel object or a novel arm, these cognitive deficits were mitigated after NADH supplementation (Fig. 4t,u)",(missing),(missing)
Targeting iron-associated protein Ftl1 in the brain of old mice improves age-related cognitive impairment,Transcriptomic and Metabolic Mechanisms,Q2,No differences in overall activity were detected between experimental groups (Extended Data Fig. 10a–d),(missing),"These transcriptomics and behavioral data indicate that the pro-aging effects of increased neuronal FTL1 on cognitive function are mediated, at least in part, through alterations in metabolic processes"
