title,subsection,type,main_content,context,outcome
Range extender mediates long-distance enhancer activity,Transplanted enhancers are accessible,Q1,To test whether enhancers maintain their endogenous chromatin architecture at a remote ectopic location,"It is possible that silencing of the inserted region or failure of the insertions to create an open chromatin environment explains the inability of transplanted regions to act as long-range enhancers (Ref: 34,35)",we performed ATAC–seq experiments in ZPA region of forelimb and hindlimb buds of E11.5 mice heterozygous for the ZRSHS72 and ZRSHS1516 KI alleles
Range extender mediates long-distance enhancer activity,Transplanted enhancers are accessible,Q2,Allele-specific ATAC–seq profiles demonstrated that both transplanted enhancers and orthologous mouse enhancers had an accessible open chromatin architecture (Fig. 2a),(missing),(missing)
Range extender mediates long-distance enhancer activity,Transplanted enhancers are accessible,Q2,"the heterologous HS72 and HS1516 limb enhancers were accessible when transplanted, but were unable to activate gene expression remotely",(missing),further supporting the idea that their inability to activate the Shh promoter in ZRS-replacement experiments is due to limitations in their genomic interaction range
Range extender mediates long-distance enhancer activity,The HS72 enhancer activates Shh at short range,Q1,"To test whether E–P incompatibility (Ref: 36,37) could have a role in the observed differences in gene activation",(missing),we placed the HS72 enhancer upstream of the mouse Shh promoter and the LacZ reporter gene and injected the resulting construct into fertilized mouse eggs
Range extender mediates long-distance enhancer activity,The HS72 enhancer activates Shh at short range,Q2,"All transgenic mouse embryos (7 out of 7) displayed strong LacZ expression in the limb buds, which was identical to HS72’s activity with the hsp68 promoter",(missing),indicating that the HS72 enhancer is fully capable of activating the Shh promoter (Figs. 1a and 2b)
Range extender mediates long-distance enhancer activity,The HS72 enhancer activates Shh at short range,Q1,To test whether the HS72 enhancer can activate gene expression at the endogenous Shh locus,(missing),"we generated a KI line in which the HS72 enhancer sequence was inserted around 2 kb upstream of the endogenous Shh promoter (Fig. 2c and Extended Data Fig. 4c,d)"
Range extender mediates long-distance enhancer activity,The HS72 enhancer activates Shh at short range,Q2,ShhHS72(+2kb)/WT mice had polydactylous forelimbs and hindlimbs and de novo Shh expression in anterior hindlimb buds,consistent with the HS72 enhancer driving expanded Shh activity (Ref: 42) (Fig. 2c and Extended Data Fig. 4b),(missing)
Range extender mediates long-distance enhancer activity,The HS72 enhancer activates Shh at short range,Q2,ZRSHS72/WT mice had normal limbs,(missing),indicating the absence of broad HS72-mediated Shh activation from a remote position (Extended Data Fig. 2d)
Range extender mediates long-distance enhancer activity,The HS72 enhancer activates Shh at short range,Q2,the HS72 enhancer can activate the Shh promoter at short range in its native endogenous context and in the context of a transgene,(missing),"Together, these results show that the HS72 enhancer can activate the Shh promoter at short range in its native endogenous context and in the context of a transgene"
Range extender mediates long-distance enhancer activity,REX is required for long-range activation,Q1,To explore possible missing factors in long-distance activation,"the HS72, MM1564, HS1516 and MM1492 enhancers lie closer to their putative target genes than the ZRS (Fig. 1c)","we examined the genomic region proximal to the HS72 enhancer, which has the longest native activity range among four heterologous enhancers at 411 kb away from the Sall1 promoter (Fig. 1c)"
Range extender mediates long-distance enhancer activity,REX is required for long-range activation,Q2,We identified a highly conserved block of sequence located adjacent to the HS72 enhancer (Fig. 3a),(missing),(missing)
Range extender mediates long-distance enhancer activity,REX is required for long-range activation,Q1,To test this hypothesis,"owing to its strong conservation and position, we hypothesized that this sequence might support enhancer activity, including the ability to activate gene expression over remote distances",we generated KI mice in which the ZRS was replaced with an extended version of the HS72 enhancer that included this highly conserved upstream sequence (Fig. 3b)
Range extender mediates long-distance enhancer activity,REX is required for long-range activation,Q2,"addition of this uncharacterized sequence, which we termed the REX element, to the transplanted HS72 enhancer was sufficient to initiate Shh expression in the limb and resulted in full limb outgrowth with formation of all distal limb elements including fully formed zeugopod and autopod in ZRSHS72+REX/HS72+REX mice (Fig. 3b and Extended Data Fig. 5a)",Consistent with our prediction,(missing)
Range extender mediates long-distance enhancer activity,REX is required for long-range activation,Q2,ZRSHS72+REX/HS72+REX mice also displayed polydactyly on both forelimbs and hindlimbs,"consistent with ectopic Shh expression in limb buds driven by broader HS72 enhancer activity (Figs. 1b and 2b,c and Extended Data Fig. 5a–c)",(missing)
Range extender mediates long-distance enhancer activity,REX is required for long-range activation,Q2,"When placed upstream of the minimal promoter in a transgene, it is unable to drive LacZ reporter expression in transgenic mouse embryos (Fig. 3c)",(missing),(missing)
Range extender mediates long-distance enhancer activity,REX is required for long-range activation,Q2,the REX element does not have enhancer activity on its own but is required for long-range heterologous enhancer activation at the Shh locus,(missing),"Together, these results indicate that the REX element does not have enhancer activity on its own but is required for long-range heterologous enhancer activation at the Shh locus"
Range extender mediates long-distance enhancer activity,REX is sufficient for long-range activation,Q1,To test whether the REX element can extend the range of heterologous short-range enhancers,(missing),"we generated a KI mouse line in which the ZRS was replaced with a chimeric element consisting of the shortest-range heterologous limb enhancer from our test set (MM1492, 73 kb native E—P range) appended by the REX element (MM1492 + REX; Extended Data Fig. 5d)"
Range extender mediates long-distance enhancer activity,REX is sufficient for long-range activation,Q2,KI of this chimeric element was sufficient to induce Shh expression in the limb bud and resulted in a fully developed zeugopod and autopod in the ZRSMM1492+REX/MM1492+REX mice (Fig. 3d and Extended Data Fig. 5e),(missing),(missing)
Range extender mediates long-distance enhancer activity,REX is sufficient for long-range activation,Q2,These mice also displayed polydactyly,consistent with broad limb activity of MM1492,(missing)
Range extender mediates long-distance enhancer activity,REX is sufficient for long-range activation,Q2,combining a short-range enhancer with the REX element and placing them at an ectopic remote location is sufficient to induce long-range gene activation,(missing),"Taken together, these experiments show that combining a short-range enhancer with the REX element and placing them at an ectopic remote location is sufficient to induce long-range gene activation"
Range extender mediates long-distance enhancer activity,LHX motifs are critical for REX activity,Q1,To identify specific TFs that may be involved in REX-mediated long-range enhancer action,(missing),we examined potential TF-binding sites within the REX element
Range extender mediates long-distance enhancer activity,LHX motifs are critical for REX activity,Q2,The REX element lacks CTCF and YY1 motifs and is not bound by CTCF in embryonic limb buds (Extended Data Fig. 6j),(missing),(missing)
Range extender mediates long-distance enhancer activity,LHX motifs are critical for REX activity,Q2,identified conserved motifs of which the sequences matched binding preferences for LHX2 and LHX9 homeodomain (HD) TFs as well as LEF1 (Fig. 4a and Extended Data Fig. 6a),(missing),(missing)
Range extender mediates long-distance enhancer activity,LHX motifs are critical for REX activity,Q1,To determine the importance of LHX and LEF1 motifs for REX function,(missing),we generated two KI mice in which the ZRS was replaced with the extended HS72 sequence containing the REX element with either the single LEF1 motif or both LHX motifs mutagenized
Range extender mediates long-distance enhancer activity,LHX motifs are critical for REX activity,Q2,Mice containing the REX element with mutated LEF1 motif showed fully developed limbs with polydactyly,(missing),indicating that disruption of the LEF1 motif does not abolish long-range activity of the REX element (Fig. 4b)
Range extender mediates long-distance enhancer activity,LHX motifs are critical for REX activity,Q2,disrupting both LHX motifs resulted in mice with truncated limbs,(missing),indicative of a loss of Shh expression in the limb bud (Fig. 4c and Extended Data Fig. 6b)
Range extender mediates long-distance enhancer activity,LHX motifs are critical for REX activity,Q2,the LHX motifs in the REX element are required for its ability to facilitate long-range enhancer activity at Shh locus,(missing),"Together, these results demonstrate that the LHX motifs in the REX element are required for its ability to facilitate long-range enhancer activity at Shh locus"
Range extender mediates long-distance enhancer activity,LHX motifs are enriched in remote enhancers,Q1,To investigate whether the LHX or other TF motifs are present at long-range limb enhancers,(missing),we used a collection of experimentally validated limb enhancers from the VISTA Enhancer Browser
Range extender mediates long-distance enhancer activity,LHX motifs are enriched in remote enhancers,Q1,(missing),(missing),We linked these bona fide limb enhancers to their putative target genes using the correlation between gene expression and open chromatin peaks from our single-cell ATAC–seq (scATAC–seq) and scRNA-seq experiment or E–P physical interactions from enhancer-capture Hi-C experiments (Extended Data Fig. 1d)
Range extender mediates long-distance enhancer activity,LHX motifs are enriched in remote enhancers,Q1,(missing),(missing),We next performed motif analysis of these limb enhancers
Range extender mediates long-distance enhancer activity,LHX motifs are enriched in remote enhancers,Q2,"We found 33 motifs... significantly enriched in long-range acting (173 regions; E–P distance, 400 kb to 2 Mb) compared to short-range acting (28 regions; E–P distance, 10–200 kb) enhancer regions (false-discovery-rate-adjusted P < 1 × 10−2 and target frequency > 30%), with LHX2 and LHX9 being among the most significantly enriched (Fig. 4d, Extended Data Fig. 6d,e and Supplementary Table 2)",match the binding preferences of limb-expressed TFs,(missing)
Range extender mediates long-distance enhancer activity,LHX motifs are enriched in remote enhancers,Q2,"Overall, HD TFs with a similar [C/T]AATTA consensus binding preference, including DLX5, MSX2 and SHOX2, comprised 10 out of these 33 motifs",(missing),(missing)
Range extender mediates long-distance enhancer activity,LHX motifs are enriched in remote enhancers,Q2,short-range limb enhancers showed no enrichment for TF motifs over long-range enhancers,(missing),(missing)
Range extender mediates long-distance enhancer activity,LHX motifs are enriched in remote enhancers,Q1,(missing),(missing),"We next examined all 19,276 limb mesenchyme E–P pairs predicted from our scATAC–seq/scRNA-seq experiment (Extended Data Fig. 6c and Supplementary Table 2)"
Range extender mediates long-distance enhancer activity,LHX motifs are enriched in remote enhancers,Q2,"Genome wide, the LHX2 motif was among the most significantly enriched in long-range versus short-range limb enhancers (CTAATTA, P < 6 × 10−32)",(missing),(missing)
Range extender mediates long-distance enhancer activity,LHX motifs are enriched in remote enhancers,Q2,"Overall, [C/T]AATTA HD motifs, including both LHX2 and LHX9 motifs, comprised 15 out of the top 20 most significantly enriched motifs in long-range limb enhancers",(missing),(missing)
Range extender mediates long-distance enhancer activity,LHX motifs are enriched in remote enhancers,Q1,To test whether having more than one [C/T] AATTA motif could be characteristic of other long-range enhancers,"The REX element contains two conserved LHX [C/T]AATTA motifs located within 30 bp from each other that are required for long range enhancer activity (Fig. 4a,c)",we examined the number of [C/T]AATTA motifs in experimentally validated and multiome-predicted limb enhancers (Methods)
Range extender mediates long-distance enhancer activity,LHX motifs are enriched in remote enhancers,Q2,for limb enhancers containing more than one [C/T]AATTA motif the enhancer regions were on average 429 kb farther (median distance) from their target promoters than other limb enhancers (P < 0.01; Fig. 4e and Extended Data Fig. 6f–i),(missing),(missing)
Range extender mediates long-distance enhancer activity,LHX motifs are enriched in remote enhancers,Q2,conserved [C/T]AATTA HD motifs are enriched in long-distance limb enhancers throughout the genome and are frequently located within the conserved core of enhancers themselves (Extended Data Fig. 6k),(missing),"Taken together, these results indicate that conserved [C/T]AATTA HD motifs are enriched in long-distance limb enhancers throughout the genome and are frequently located within the conserved core of enhancers themselves (Extended Data Fig. 6k)"
Range extender mediates long-distance enhancer activity,LHX motifs are critical for ZRS activity,Q2,"The ZRS enhancer region contains four previously uncharacterized [C/T] AATTA motifs, three of which are located within the conserved core and are evolutionary conserved across all jawed vertebrates (Fig. 5a)",(missing),(missing)
Range extender mediates long-distance enhancer activity,LHX motifs are critical for ZRS activity,Q1,To test their requirement for spatiotemporal limb-specific ZRS activity,"using dual-enSERT, our recently developed dual-fluorescence reporter system that enables comparison of enhancer allele activities in the same mouse (Ref: 44)","We generated a construct in which a WT approximately 1.3 kb mouse ZRS drives mCherry and the same ZRS allele but with mutated [C/T]AATTA HD motifs (ZRSΔHD), drives eGFP"
Range extender mediates long-distance enhancer activity,LHX motifs are critical for ZRS activity,Q1,(missing),(missing),We injected the resulting ZRS–mCherry/ZRSΔHD–eGFP bicistronic construct into mouse zygotes and collected transgenic embryos at E11.5
Range extender mediates long-distance enhancer activity,LHX motifs are critical for ZRS activity,Q2,We detected mCherry and eGFP fluorescence in the ZPA,(missing),"indicating that the ZRS enhancer lacking [C/T]AATTA motifs can act over short range and drive robust reporter expression (Fig. 5b,c and Extended Data Fig. 7c,d)"
Range extender mediates long-distance enhancer activity,LHX motifs are critical for ZRS activity,Q2,We obtained a similar result when we swapped fluorescent reporter genes,(missing),ruling out the influence of fluorophores on our observations (Fig. 5c)
Range extender mediates long-distance enhancer activity,LHX motifs are critical for ZRS activity,Q2,"ZRSΔHD showed lower, albeit not statistically significant, quantitative activity than the ZRS regardless of the fluorescent reporter pairing","This may be due to the close proximity of [C/T]AATTA HD motifs to the ETS sites, which are critical for ZRS activity (Ref: 45)",(missing)
Range extender mediates long-distance enhancer activity,LHX motifs are critical for ZRS activity,Q2,we observed only mCherry expression and no detectable eGFP expression in transgenic mice lacking enhancer upstream of the eGFP,(missing),indicating that there is no reporter cross-activation (P < 0.0182; Fig. 5c and Extended Data Fig. 7b)
Range extender mediates long-distance enhancer activity,LHX motifs are critical for ZRS activity,Q1,we examined whether these motifs are required for long-distance E–P communication,Having established that disruption of [C/T]AATTA motifs does not abolish limb enhancer activity in a reporter assay,We created a KI mouse line in which we disrupted the same three [C/T] AATTA motifs within the endogenous ZRS enhancer region
Range extender mediates long-distance enhancer activity,LHX motifs are critical for ZRS activity,Q2,disrupting the [C/T]AATTA motifs alone resulted in a loss of limb outgrowth indistinguishable from complete loss of SHH function in the limb,consistent with the specific requirement of [C/T]AATTA motifs for long-range ZRS activity (Figs. 1d and 5d),(missing)
Range extender mediates long-distance enhancer activity,LHX motifs are critical for ZRS activity,Q2,The loss of limb outgrowth in ZRS∆HD/∆HD mice could be almost completely rescued by addition of the REX element; mice containing the ZRSΔHD allele fused to the REX element fully developed zeugopod and part of the autopod with four digits on both forelimbs and hindlimbs (Fig. 5e),(missing),(missing)
Range extender mediates long-distance enhancer activity,LHX motifs are critical for ZRS activity,Q2,"[C/T] AATTA HD motifs in the ZRS are dispensable for limb-specific activity at short range, but are critically required for long-range activity... [and] loss of long-range enhancer activity after the removal of endogenous [C/T] AATTA HD motifs could be compensated by addition of a heterologous REX element",(missing),"Taken together, our KI and transgenic results indicate that [C/T] AATTA HD motifs in the ZRS are dispensable for limb-specific activity at short range, but are critically required for long-range activity... [and] demonstrating that the [C/T]AATTA HD motifs found in the REX element and the ZRS are functionally equivalent"
